订单ID,订单日期,邮寄方式,国家,地区,省/自治区,细分,类别,子类别,制造商,产品名称,数量,销售额,利润
A1002144,2015/4/9,标准级,中国,华北,天津,公司,办公用品,标签,Harbour Creations,"Harbour Creations 运输标签, 可调",7,306,42 
A1002144,2015/4/9,标准级,中国,华北,天津,公司,办公用品,装订机,Avery,"Avery 孔加固材料, 透明",8,144,34 
A1002145,2015/4/9,标准级,中国,华东,山东,消费者,办公用品,美术,Stanley,"Stanley 钢笔, 金属",2,106,6 
A1002144,2015/4/9,标准级,中国,华北,天津,公司,家具,椅子,Office Star,"Office Star 扶手椅, 可调",2,"4,386",2061 
A1002145,2015/4/9,标准级,中国,华东,山东,消费者,家具,椅子,Novimex,"Novimex 扶手椅, 可调",1,"2,149",795 
A1002148,2015/4/10,一级,中国,华东,山东,小型企业,办公用品,收纳具,Tenex,"Tenex 盒, 金属",3,218,70 
A1002148,2015/4/10,一级,中国,华东,山东,小型企业,办公用品,标签,Harbour Creations,"Harbour Creations 运输标签, 可调",1,44,6 
A1002151,2015/4/10,标准级,中国,东北,辽宁,公司,办公用品,纸张,Eaton,"Eaton 信纸, 优质",3,633,265 
A1002150,2015/4/10,标准级,中国,华东,山东,小型企业,办公用品,装订机,Ibico,"Ibico 订书机, 回收",1,242,92 
A1002146,2015/4/10,标准级,中国,东北,吉林,公司,办公用品,器具,Hamilton Beach,"Hamilton Beach 搅拌机, 红色",10,"3,315",696 
A1002146,2015/4/10,标准级,中国,东北,吉林,公司,办公用品,纸张,Enermax,"Enermax 令, 回收",4,530,48 
A1002147,2015/4/10,标准级,中国,东北,黑龙江,小型企业,办公用品,收纳具,Rogers,"Rogers 文件车, 金属",1,656,85 
A1002152,2015/4/10,标准级,中国,华东,福建,消费者,办公用品,信封,GlobeWeis,"GlobeWeis 搭扣信封, 红色",2,125,43 
A1002149,2015/4/10,标准级,中国,西南,四川,消费者,办公用品,系固件,Advantus,"Advantus 图钉, 每包 12 个",1,61,17 
A1002149,2015/4/10,标准级,中国,西南,四川,消费者,家具,椅子,Hon,"Hon 沙滩椅, 可调",4,800,71 
A1002152,2015/4/10,标准级,中国,华东,福建,消费者,家具,用具,Rubbermaid,"Rubvermaid 分层置放架, 一包多件",5,353,-206 
A1002147,2015/4/10,标准级,中国,东北,黑龙江,小型企业,技术,设备,柯尼卡,"柯尼卡 卡片打印机, 耐用",4,"3,272",196 
A1002154,2015/4/11,一级,中国,中南,河南,小型企业,办公用品,装订机,Ibico,"Ibico 装订机盖, 透明",4,245,41 
A1002153,2015/4/11,标准级,中国,华北,山西,公司,办公用品,美术,BIC,"BIC 荧光笔, 金属",5,471,202 
A1002153,2015/4/11,标准级,中国,华北,山西,公司,家具,椅子,Office Star,"Office Star 扶手椅, 黑色",2,"4,340",0 
A1002153,2015/4/11,标准级,中国,华北,山西,公司,家具,用具,Tenex,"Tenex 门挡, 黑色",3,614,301 
A1002156,2015/4/11,二级,中国,中南,湖北,公司,办公用品,标签,Hon,"Hon 合法证物标签, 红色",4,199,100 
A1002155,2015/4/11,标准级,中国,东北,辽宁,消费者,办公用品,收纳具,Eldon,"Eldon 盘, 蓝色",2,448,36 
A1002155,2015/4/11,标准级,中国,东北,辽宁,消费者,办公用品,美术,Boston,"Boston 钢笔, 混合尺寸",2,162,50 
A1002157,2015/4/11,标准级,中国,华北,内蒙古,公司,技术,电话,摩托罗拉,"摩托罗拉 耳机, 整包",3,"1,118",391 
A1002163,2015/4/12,当日,中国,中南,广西,小型企业,办公用品,信封,Cameo,"Cameo 邮寄品, 银色",7,"1,325",145 
A1002163,2015/4/12,当日,中国,中南,广西,小型企业,办公用品,收纳具,Eldon,"Eldon 搁板, 金属",4,886,248 
A1002163,2015/4/12,当日,中国,中南,广西,小型企业,家具,用具,Deflect-O,"Deflect-O 门挡, 黑色",3,369,-197 
A1002160,2015/4/12,一级,中国,东北,黑龙江,公司,办公用品,器具,KitchenAid,"KitchenAid 咖啡研磨机, 银色",3,997,139 
A1002159,2015/4/12,一级,中国,西南,重庆,消费者,办公用品,收纳具,Smead,"Smead 锁柜, 蓝色",3,"2,778",1278 
A1002160,2015/4/12,一级,中国,东北,黑龙江,公司,家具,椅子,Office Star,"Office Star 凳子, 每套两件",6,"4,933",394 
A1002161,2015/4/12,二级,中国,中南,河南,小型企业,办公用品,装订机,Avery,"Avery 孔加固材料, 耐用",1,17,-11 
A1002164,2015/4/12,标准级,中国,中南,广东,小型企业,办公用品,纸张,Enermax,"Enermax 备忘录便条, 优质",9,658,131 
A1002165,2015/4/12,标准级,中国,中南,湖南,消费者,办公用品,美术,Boston,"Boston 铅笔刀, 金属",2,56,-144 
A1002162,2015/4/12,标准级,中国,中南,河南,消费者,家具,椅子,Harbour Creations,"Harbour Creations 摇椅, 可调",7,"2,932",-1368 
A1002162,2015/4/12,标准级,中国,中南,河南,消费者,家具,用具,Rubbermaid,"Rubvermaid 分层置放架, 一包多件",1,71,-41 
A1002164,2015/4/12,标准级,中国,中南,广东,小型企业,技术,复印机,佳能,"佳能 无线传真机, 每套两件",1,"1,767",742 
A1002158,2015/4/12,二级,中国,华东,山东,消费者,技术,配件,贝尔金,"贝尔金 记忆卡, 耐用",3,"1,610",418 
A1002166,2015/4/13,标准级,中国,华东,山东,小型企业,办公用品,信封,Ames,"Ames 外皮和封条, 回收",2,163,55 
A1002166,2015/4/13,标准级,中国,华东,山东,小型企业,办公用品,系固件,OIC,"OIC 夹子, 每包 12 个",4,358,139 
A1002167,2015/4/15,二级,中国,西南,重庆,小型企业,办公用品,用品,Elite,"Elite 美工刀, 蓝色",5,814,97 
A1002167,2015/4/15,二级,中国,西南,重庆,小型企业,家具,书架,宜家,"宜家 书架, 黑色",3,"1,735",850 
A1002167,2015/4/15,二级,中国,西南,重庆,小型企业,家具,桌子,Barricks,"Barricks 会议桌, 白色",3,"7,638",891 
A1002170,2015/4/16,二级,中国,中南,广东,公司,办公用品,信封,Cameo,"Cameo 搭扣信封, 回收",8,310,2 
A1002169,2015/4/16,标准级,中国,中南,河南,公司,办公用品,信封,Cameo,"Cameo 马尼拉纸信封, 红色",6,855,76 
A1002169,2015/4/16,标准级,中国,中南,河南,公司,办公用品,系固件,Advantus,"Advantus 橡皮筋, 整包",3,139,-16 
A1002168,2015/4/16,标准级,中国,华北,天津,消费者,办公用品,收纳具,Eldon,"Eldon 盒, 金属",2,87,31 
A1002169,2015/4/16,标准级,中国,中南,河南,公司,技术,复印机,夏普,"夏普 墨水, 数字化",1,347,-127 
A1002171,2015/4/17,标准级,中国,华北,山西,公司,技术,配件,SanDisk,"SanDisk 记忆卡, 可编程",5,"1,595",-80 
A1002175,2015/4/18,当日,中国,东北,吉林,消费者,办公用品,器具,Hamilton Beach,"Hamilton Beach 搅拌机, 白色",2,387,-39 
A1002179,2015/4/18,二级,中国,华东,江苏,消费者,家具,用具,Rubbermaid,"Rubvermaid 框架, 黑色",4,"2,051",348 
A1002180,2015/4/18,一级,中国,东北,辽宁,公司,技术,复印机,Hewlett,"Hewlett 个人复印机, 数字化",2,"1,343",671 
A1002178,2015/4/18,标准级,中国,西南,四川,消费者,办公用品,用品,Stiletto,"Stiletto 大剪刀, 蓝色",2,449,215 
A1002181,2015/4/18,标准级,中国,西北,甘肃,消费者,家具,用具,Rubbermaid,"Rubvermaid 闹钟, 优质",3,683,27 
A1002177,2015/4/18,二级,中国,中南,湖南,消费者,办公用品,纸张,Enermax,"Enermax 令, 回收",3,397,36 
A1002172,2015/4/18,标准级,中国,中南,河南,消费者,办公用品,系固件,OIC,"OIC 按钉, 每包 12 个",3,120,-77 
A1002174,2015/4/18,标准级,中国,东北,黑龙江,小型企业,办公用品,纸张,SanDisk,"SanDisk 信纸, 回收",5,"1,128",113 
A1002173,2015/4/18,标准级,中国,西南,贵州,公司,家具,椅子,Safco,"SAFCO 凳子, 红色",6,"2,821",-1552 
A1002174,2015/4/18,标准级,中国,东北,黑龙江,小型企业,家具,椅子,Hon,"Hon 摇椅, 黑色",2,718,-335 
A1002176,2015/4/18,标准级,中国,华东,山东,消费者,办公用品,器具,Cuisinart,"Cuisinart 微波炉, 白色",4,"5,163",516 
A1002182,2015/4/19,标准级,中国,华东,江苏,公司,办公用品,系固件,Stockwell,"Stockwell 图钉, 金属",2,127,31 
A1002183,2015/4/20,标准级,中国,中南,广东,消费者,技术,电话,思科,"思科 办公室电话机, 整包",3,677,-271 
A1002184,2015/4/23,标准级,中国,华北,山西,公司,办公用品,收纳具,Rogers,"Rogers 文件车, 金属",3,"1,969",256 
A1002184,2015/4/23,标准级,中国,华北,山西,公司,办公用品,收纳具,Tenex,"Tenex 文件夹, 单宽度",4,434,13 
A1002184,2015/4/23,标准级,中国,华北,山西,公司,办公用品,用品,Kleencut,"Kleencut 尺子, 钢",3,181,54 
A1002184,2015/4/23,标准级,中国,华北,山西,公司,办公用品,装订机,Cardinal,"Cardinal 标签, 耐用",9,368,154 
A1002184,2015/4/23,标准级,中国,华北,山西,公司,技术,复印机,惠普,"惠普 个人复印机, 数字化",1,578,220 
A1002186,2015/4/24,二级,中国,中南,广东,消费者,办公用品,纸张,Enermax,"Enermax 令, 优质",5,664,26 
A1002186,2015/4/24,二级,中国,中南,广东,消费者,办公用品,纸张,施乐,"施乐 备忘录便条, 优质",6,379,151 
A1002186,2015/4/24,二级,中国,中南,广东,消费者,家具,书架,Safco,"Safco 书架, 金属",5,"3,464",1281 
A1002185,2015/4/24,标准级,中国,华东,山东,小型企业,家具,椅子,Novimex,"Novimex 折叠椅, 可调",5,"1,977",968 
A1002187,2015/4/24,标准级,中国,中南,广东,消费者,办公用品,收纳具,Rogers,"Rogers 文件车, 蓝色",2,"1,322",13 
A1002187,2015/4/24,标准级,中国,中南,广东,消费者,技术,配件,Enermax,"Enermax 键盘, 可编程",5,"1,982",258 
A1002188,2015/4/24,标准级,中国,中南,海南,消费者,办公用品,收纳具,Eldon,"Eldon 盘, 金属",2,439,197 
A1002188,2015/4/24,标准级,中国,中南,海南,消费者,办公用品,系固件,OIC,"OIC 按钉, 混合尺寸",3,173,43 
A1002188,2015/4/24,标准级,中国,中南,海南,消费者,技术,复印机,佳能,"佳能 传真机, 彩色",2,"2,985",1194 
A1002188,2015/4/24,标准级,中国,中南,海南,消费者,技术,设备,爱普生,"爱普生 卡片打印机, 耐用",7,"5,556",1222 
A1002189,2015/4/25,二级,中国,华东,山东,小型企业,办公用品,美术,Boston,"Boston 钢笔, 金属",7,506,146 
A1002190,2015/4/25,标准级,中国,中南,广东,公司,技术,复印机,惠普,"惠普 墨水, 彩色",3,"1,822",801 
A1002191,2015/4/26,标准级,中国,东北,黑龙江,小型企业,家具,书架,Dania,"Dania 古典书架, 金属",5,"9,572",1053 
A1002192,2015/4/26,标准级,中国,西南,重庆,小型企业,办公用品,系固件,Advantus,"Advantus 回形针, 整包",6,391,89 
A1002194,2015/4/27,二级,中国,华东,江苏,公司,技术,复印机,Brother,"Brother 传真复印机, 红色",7,"6,197",1983 
A1002195,2015/4/27,标准级,中国,东北,辽宁,公司,办公用品,信封,GlobeWeis,"GlobeWeis 邮寄品, 回收",3,523,209 
A1002193,2015/4/27,二级,中国,中南,广东,消费者,办公用品,用品,Fiskars,"Fiskars 尺子, 钢",7,271,-14 
A1002193,2015/4/27,二级,中国,中南,广东,消费者,办公用品,装订机,Cardinal,"Cardinal 订书机, 透明",7,965,-435 
A1002196,2015/4/28,标准级,中国,华北,河北,公司,办公用品,用品,Kleencut,"Kleencut 修剪器, 工业",4,482,-241 
A1002196,2015/4/28,标准级,中国,华北,河北,公司,办公用品,纸张,SanDisk,"SanDisk 信纸, 多色",2,465,125 
A1002197,2015/4/29,标准级,中国,西南,云南,小型企业,办公用品,器具,Hoover,"Hoover 咖啡研磨机, 银色",1,325,36 
A1002201,2015/4/30,二级,中国,华东,福建,公司,办公用品,标签,Smead,"Smead 合法证物标签, 白色",2,104,6 
A1002201,2015/4/30,二级,中国,华东,福建,公司,办公用品,用品,Elite,"Elite 大剪刀, 锯齿状",9,"1,836",641 
A1002198,2015/4/30,二级,中国,华北,天津,消费者,办公用品,收纳具,Tenex,"Tenex 搁板, 工业",3,772,200 
A1002198,2015/4/30,二级,中国,华北,天津,消费者,技术,电话,苹果,"苹果 充电器, 蓝色",5,"14,845",3117 
A1002198,2015/4/30,二级,中国,华北,天津,消费者,技术,电话,诺基亚,"诺基亚 信号增强器, 整包",5,"3,187",1051 
A1002202,2015/4/30,二级,中国,中南,湖南,公司,技术,电话,思科,"思科 办公室电话机, 整包",5,"1,880",300 
A1002202,2015/4/30,二级,中国,中南,湖南,公司,技术,电话,诺基亚,"诺基亚 音频基座, 蓝色",3,"2,334",864 
A1002199,2015/4/30,标准级,中国,西南,重庆,公司,技术,配件,贝尔金,"贝尔金 鼠标, 可编程",3,591,47 
A1002203,2015/4/30,二级,中国,中南,广东,公司,办公用品,信封,Kraft,"Kraft 搭扣信封, 回收",4,146,59 
A1002203,2015/4/30,二级,中国,中南,广东,公司,家具,桌子,Bevis,"Bevis 培训桌, 白色",3,"3,540",1180 
A1002203,2015/4/30,二级,中国,中南,广东,公司,技术,复印机,夏普,"夏普 个人复印机, 彩色",2,"1,133",533 
A1002200,2015/4/30,标准级,中国,华东,上海,公司,办公用品,标签,Avery,"Avery 可去除的标签, 白色",6,301,12 
A1002200,2015/4/30,标准级,中国,华东,上海,公司,家具,椅子,Harbour Creations,"Harbour Creations 扶手椅, 可调",3,"6,665",2999 
A1002207,2015/5/1,一级,中国,华东,江苏,消费者,办公用品,纸张,Enermax,"Enermax 令, 每包 12 个",2,304,33 
A1002207,2015/5/1,一级,中国,华东,江苏,消费者,办公用品,装订机,Cardinal,"Cardinal 装订机盖, 回收",3,104,17 
A1002206,2015/5/1,一级,中国,东北,辽宁,小型企业,家具,书架,Safco,"Safco 墙角架, 传统",4,"2,790",1339 
A1002205,2015/5/1,标准级,中国,华东,浙江,公司,办公用品,器具,Breville,"Breville 烤面包机, 红色",3,"1,074",494 
A1002210,2015/5/1,标准级,中国,华东,福建,公司,办公用品,纸张,施乐,"施乐 信纸, 多色",2,433,208 
A1002204,2015/5/1,标准级,中国,西南,云南,消费者,办公用品,装订机,Cardinal,"Cardinal 订书机, 回收",7,983,-246 
A1002209,2015/5/1,标准级,中国,华东,上海,消费者,技术,设备,StarTech,"StarTech 电话, 多色",5,"1,043",-348 
A1002209,2015/5/1,标准级,中国,华东,上海,消费者,技术,配件,贝尔金,"贝尔金 键区, 回收",5,778,-260 
A1002208,2015/5/1,标准级,中国,中南,广东,公司,办公用品,器具,Breville,"Breville 微波炉, 黑色",4,"3,373",-2193 
A1002211,2015/5/1,标准级,中国,西北,甘肃,消费者,办公用品,用品,Elite,"Elite 剪刀, 钢",3,184,-98 
A1002211,2015/5/1,标准级,中国,西北,甘肃,消费者,办公用品,系固件,Stockwell,"Stockwell 橡皮筋, 金属",4,182,15 
A1002211,2015/5/1,标准级,中国,西北,甘肃,消费者,技术,配件,贝尔金,"贝尔金 键区, 实惠",3,485,-154 
A1002213,2015/5/2,一级,中国,中南,河南,公司,办公用品,装订机,Cardinal,"Cardinal 订书机, 透明",5,689,-310 
A1002215,2015/5/2,二级,中国,华北,天津,公司,办公用品,美术,Stanley,"Stanley 钢笔, 混合尺寸",3,185,31 
A1002218,2015/5/2,一级,中国,华东,山东,小型企业,办公用品,信封,GlobeWeis,"GlobeWeis 局间信封, 每套 50 个",4,893,366 
A1002215,2015/5/2,二级,中国,华北,天津,公司,家具,桌子,Bevis,"Bevis 培训桌, 黑色",5,"5,862",-704 
A1002218,2015/5/2,一级,中国,华东,山东,小型企业,家具,椅子,Novimex,"Novimex 摇椅, 每套两件",3,"1,872",412 
A1002215,2015/5/2,二级,中国,华北,天津,公司,技术,电话,诺基亚,"诺基亚 耳机, 整包",2,683,253 
A1002215,2015/5/2,二级,中国,华北,天津,公司,技术,设备,StarTech,"StarTech 电话, 耐用",2,697,28 
A1002218,2015/5/2,一级,中国,华东,山东,小型企业,技术,配件,Memorex,"Memorex 键区, 耐用",2,424,178 
A1002216,2015/5/2,一级,中国,东北,黑龙江,消费者,办公用品,器具,Hoover,"Hoover 烤面包机, 黑色",4,"1,551",744 
A1002216,2015/5/2,一级,中国,东北,黑龙江,消费者,办公用品,系固件,Accos,"Accos 橡皮筋, 每包 12 个",6,451,71 
A1002216,2015/5/2,一级,中国,东北,黑龙江,消费者,家具,书架,Dania,"Dania 书架, 白色",1,579,110 
A1002214,2015/5/2,二级,中国,华北,北京,消费者,办公用品,信封,Cameo,"Cameo 商业信封, 红色",3,287,123 
A1002219,2015/5/2,标准级,中国,华北,河北,公司,家具,书架,Safco,"Safco 墙角架, 传统",4,"2,790",1339 
A1002217,2015/5/2,标准级,中国,中南,河南,消费者,技术,电话,三星,"三星 办公室电话机, 全尺寸",6,"1,117",-38 
A1002212,2015/5/2,标准级,中国,华东,山东,小型企业,办公用品,标签,Hon,"Hon 有色标签, 红色",2,118,55 
A1002212,2015/5/2,标准级,中国,华东,山东,小型企业,办公用品,用品,Stiletto,"Stiletto 剪刀, 钢",2,215,32 
A1002220,2015/5/3,一级,中国,中南,广西,消费者,办公用品,标签,Harbour Creations,"Harbour Creations 可去除的标签, 白色",1,48,18 
A1002220,2015/5/3,一级,中国,中南,广西,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 孔加固材料, 透明",6,112,45 
A1002222,2015/5/3,二级,中国,华北,山西,消费者,办公用品,标签,Smead,"Smead 运输标签, 红色",3,160,70 
A1002222,2015/5/3,二级,中国,华北,山西,消费者,技术,复印机,夏普,"夏普 个人复印机, 数字化",7,"3,908",586 
A1002221,2015/5/3,标准级,中国,华东,福建,消费者,办公用品,系固件,Stockwell,"Stockwell 回形针, 金属",4,153,-74 
A1002223,2015/5/3,标准级,中国,东北,吉林,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 订书机, 实惠",1,228,98 
A1002223,2015/5/3,标准级,中国,东北,吉林,消费者,技术,配件,罗技,"罗技 闪存驱动器, 可编程",2,299,60 
A1002224,2015/5/5,标准级,中国,东北,辽宁,公司,办公用品,器具,Hoover,"Hoover 搅拌机, 红色",2,544,54 
A1002224,2015/5/5,标准级,中国,东北,辽宁,公司,办公用品,系固件,Accos,"Accos 图钉, 混合尺寸",2,62,-15 
A1002225,2015/5/6,当日,中国,东北,辽宁,小型企业,办公用品,用品,Fiskars,"Fiskars 美工刀, 锯齿状",4,601,234 
A1002228,2015/5/6,二级,中国,华东,江苏,公司,办公用品,标签,Smead,"Smead 运输标签, 红色",2,107,47 
A1002230,2015/5/6,标准级,中国,华东,山东,小型企业,办公用品,装订机,Ibico,"Ibico 装订机盖, 透明",4,245,41 
A1002227,2015/5/6,标准级,中国,西南,四川,消费者,办公用品,标签,Hon,"Hon 运输标签, 红色",5,261,65 
A1002230,2015/5/6,标准级,中国,华东,山东,小型企业,家具,椅子,Safco,"SAFCO 扶手椅, 红色",3,"6,460",2842 
A1002228,2015/5/6,二级,中国,华东,江苏,公司,技术,配件,Enermax,"Enermax 闪存驱动器, 实惠",2,233,12 
A1002226,2015/5/6,标准级,中国,华北,内蒙古,公司,技术,设备,StarTech,"StarTech 打印机, 耐用",5,"5,980",478 
A1002230,2015/5/6,标准级,中国,华东,山东,小型企业,技术,复印机,Hewlett,"Hewlett 传真复印机, 红色",4,"3,567",356 
A1002231,2015/5/6,标准级,中国,华东,江西,消费者,办公用品,收纳具,Fellowes,"Fellowes 文件车, 单宽度",5,"3,205",384 
A1002229,2015/5/6,标准级,中国,东北,黑龙江,消费者,家具,用具,Advantus,"Advantus 闹钟, 一包多件",3,720,252 
A1002231,2015/5/6,标准级,中国,华东,江西,消费者,家具,椅子,Hon,"Hon 摇椅, 可调",2,"1,118",385 
A1002232,2015/5/7,一级,中国,华北,山西,小型企业,家具,书架,Sauder,"Sauder 古典书架, 黑色",7,"14,286",4571 
A1002235,2015/5/7,二级,中国,中南,河南,消费者,家具,椅子,Novimex,"Novimex 摇椅, 每套两件",8,"4,991",1098 
A1002234,2015/5/7,标准级,中国,西北,陕西,公司,办公用品,收纳具,Rogers,"Rogers 文件车, 工业",5,"3,315",928 
A1002234,2015/5/7,标准级,中国,西北,陕西,公司,办公用品,装订机,Ibico,"Ibico 订书机, 实惠",1,240,86 
A1002235,2015/5/7,标准级,中国,中南,河南,消费者,办公用品,器具,Cuisinart,"Cuisinart 微波炉, 银色",4,"5,212",1876 
A1002235,2015/5/7,标准级,中国,中南,河南,消费者,办公用品,系固件,Stockwell,"Stockwell 按钉, 每包 12 个",4,258,123 
A1002235,2015/5/7,标准级,中国,中南,河南,消费者,办公用品,纸张,Green Bar,"Green Bar 备忘录便条, 优质",3,237,102 
A1002235,2015/5/7,标准级,中国,中南,河南,消费者,家具,椅子,Harbour Creations,"Harbour Creations 摇椅, 每套两件",3,"2,091",753 
A1002233,2015/5/7,标准级,中国,西北,陕西,消费者,办公用品,信封,Cameo,"Cameo 商业信封, 每套 50 个",5,396,190 
A1002233,2015/5/7,标准级,中国,西北,陕西,消费者,办公用品,纸张,Enermax,"Enermax 信纸, 每包 12 个",3,717,150 
A1002239,2015/5/8,二级,中国,西北,青海,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 订书机, 耐用",4,942,339 
A1002239,2015/5/8,二级,中国,西北,青海,消费者,技术,电话,三星,"三星 信号增强器, 混合尺寸",7,"4,555",774 
A1002239,2015/5/8,二级,中国,西北,青海,消费者,技术,电话,诺基亚,"诺基亚 智能手机, 全尺寸",3,"1,742",348 
A1002238,2015/5/8,标准级,中国,东北,辽宁,公司,办公用品,收纳具,Tenex,"Tenex 搁板, 工业",1,257,67 
A1002238,2015/5/8,标准级,中国,东北,辽宁,公司,办公用品,纸张,SanDisk,"SanDisk 信纸, 每包 12 个",4,981,225 
A1002237,2015/5/8,标准级,中国,中南,河南,公司,办公用品,美术,Binney & Smith,"Binney & Smith 铅笔刀, 混合尺寸",3,334,0 
A1002237,2015/5/8,标准级,中国,中南,河南,公司,办公用品,美术,Sanford,"Sanford 速写本, 金属",2,349,-44 
A1002238,2015/5/8,标准级,中国,东北,辽宁,公司,家具,桌子,Lesro,"Lesro 咖啡桌, 组装",2,946,-1159 
A1002238,2015/5/8,标准级,中国,东北,辽宁,公司,家具,用具,Deflect-O,"Deflect-O 门挡, 一包多件",2,246,-58 
A1002236,2015/5/8,标准级,中国,华东,山东,小型企业,家具,书架,Safco,"Safco 搁架, 金属",4,"3,662",1208 
A1002238,2015/5/8,标准级,中国,东北,辽宁,公司,技术,电话,思科,"思科 办公室电话机, 全尺寸",1,229,-153 
A1002238,2015/5/8,标准级,中国,东北,辽宁,公司,技术,电话,摩托罗拉,"摩托罗拉 信号增强器, 整包",3,"1,203",-501 
A1002238,2015/5/8,标准级,中国,东北,辽宁,公司,技术,配件,SanDisk,"SanDisk 鼠标, 回收",1,101,-22 
A1002240,2015/5/9,标准级,中国,华东,浙江,消费者,家具,椅子,Hon,"Hon 椅垫, 黑色",3,446,-179 
A1002240,2015/5/9,标准级,中国,华东,浙江,消费者,技术,复印机,Hewlett,"Hewlett 墨水, 彩色",4,"1,681",-785 
A1002245,2015/5/10,标准级,中国,中南,河南,公司,办公用品,收纳具,Eldon,"Eldon 文件车, 单宽度",3,"1,791",716 
A1002243,2015/5/10,标准级,中国,华东,上海,消费者,办公用品,系固件,Stockwell,"Stockwell 橡皮筋, 金属",2,155,3 
A1002243,2015/5/10,标准级,中国,华东,上海,消费者,办公用品,装订机,Avery,"Avery 装订机盖, 回收",2,107,20 
A1002243,2015/5/10,标准级,中国,华东,上海,消费者,家具,椅子,Office Star,"Office Star 扶手椅, 黑色",2,"4,340",0 
A1002241,2015/5/10,标准级,中国,华北,天津,公司,办公用品,用品,Elite,"Elite 美工刀, 锯齿状",2,295,41 
A1002242,2015/5/10,标准级,中国,华北,内蒙古,消费者,办公用品,器具,Breville,"Breville 微波炉, 红色",2,"2,816",141 
A1002241,2015/5/10,标准级,中国,华北,天津,公司,技术,复印机,佳能,"佳能 复印机, 彩色",5,"6,150",1476 
A1002244,2015/5/10,标准级,中国,中南,广东,消费者,办公用品,系固件,Accos,"Accos 按钉, 金属",7,478,167 
A1002246,2015/5/10,标准级,中国,中南,广东,消费者,办公用品,信封,GlobeWeis,"GlobeWeis 外皮和封条, 红色",2,233,114 
A1002246,2015/5/10,标准级,中国,中南,广东,消费者,技术,电话,诺基亚,"诺基亚 办公室电话机, 整包",4,"1,217",474 
A1002247,2015/5/11,二级,中国,华东,山东,消费者,办公用品,标签,Avery,"Avery 有色标签, 耐用",5,319,70 
A1002248,2015/5/11,标准级,中国,华东,江苏,消费者,办公用品,用品,Acme,"Acme 修剪器, 蓝色",6,749,49 
A1002248,2015/5/11,标准级,中国,华东,江苏,消费者,办公用品,美术,BIC,"BIC 钢笔, 混合尺寸",2,33,-106 
A1002247,2015/5/11,二级,中国,华东,山东,消费者,家具,用具,Deflect-O,"Deflect-O 门挡, 一包多件",3,370,-86 
A1002248,2015/5/11,标准级,中国,华东,江苏,消费者,家具,椅子,Novimex,"Novimex 折叠椅, 黑色",3,670,-380 
A1002248,2015/5/11,标准级,中国,华东,江苏,消费者,技术,设备,松下,"松下 收据打印机, 耐用",6,"2,033",-170 
A1002250,2015/5/13,当日,中国,西南,重庆,公司,办公用品,纸张,Green Bar,"Green Bar 备忘录便条, 每包 12 个",5,492,20 
A1002249,2015/5/13,一级,中国,西南,四川,公司,家具,椅子,Office Star,"Office Star 凳子, 可调",2,"1,482",280 
A1002251,2015/5/13,标准级,中国,华东,福建,小型企业,办公用品,标签,Smead,"Smead 合法证物标签, 耐用",5,268,15 
A1002252,2015/5/14,二级,中国,中南,广东,公司,办公用品,器具,Breville,"Breville 搅拌机, 红色",4,"1,011",-506 
A1002255,2015/5/14,一级,中国,华北,河北,消费者,办公用品,收纳具,Tenex,"Tenex 文件车, 单宽度",5,"3,130",532 
A1002255,2015/5/14,一级,中国,华北,河北,消费者,技术,设备,StarTech,"StarTech 打印机, 红色",4,"4,729",0 
A1002259,2015/5/14,标准级,中国,中南,海南,小型企业,办公用品,装订机,Avery,"Avery 订书机, 透明",3,676,263 
A1002253,2015/5/14,标准级,中国,华东,山东,小型企业,办公用品,标签,Harbour Creations,"Harbour Creations 文件夹标签, 可调",3,93,13 
A1002253,2015/5/14,标准级,中国,华东,山东,小型企业,办公用品,美术,Binney & Smith,"Binney & Smith 记号笔, 整包",3,341,85 
A1002253,2015/5/14,标准级,中国,华东,山东,小型企业,办公用品,装订机,Acco,"Acco 装订机, 透明",5,341,0 
A1002256,2015/5/14,标准级,中国,华东,福建,小型企业,技术,配件,Enermax,"Enermax 路由器, 实惠",4,"4,822",1109 
A1002258,2015/5/14,标准级,中国,西北,甘肃,消费者,办公用品,用品,Elite,"Elite 尺子, 锯齿状",7,206,-38 
A1002257,2015/5/14,标准级,中国,西南,四川,消费者,办公用品,信封,GlobeWeis,"GlobeWeis 外皮和封条, 回收",1,94,5 
A1002257,2015/5/14,标准级,中国,西南,四川,消费者,办公用品,收纳具,Eldon,"Eldon 盘, 工业",3,678,20 
A1002257,2015/5/14,标准级,中国,西南,四川,消费者,办公用品,装订机,Acco,"Acco 标签, 实惠",2,48,5 
A1002257,2015/5/14,标准级,中国,西南,四川,消费者,办公用品,装订机,Acco,"Acco 订书机, 透明",2,283,-38 
A1002257,2015/5/14,标准级,中国,西南,四川,消费者,办公用品,装订机,Cardinal,"Cardinal 装订机盖, 实惠",3,101,7 
A1002257,2015/5/14,标准级,中国,西南,四川,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 标签, 实惠",3,54,0 
