获奖时间,奖牌类型,运动员,国家id,运动类别
2021/7/28 10:00,2,阿格涅什卡·扎沃伊斯卡等,150,赛艇
2021/7/28 10:00,3,里亚·汤普森等,157,赛艇
2021/7/28 9:57,1,陈云霞/张灵/吕扬/崔晓桐,26,赛艇
2021/7/28 9:56,1,克里斯托夫·米拉克,28,游泳
2021/7/28 9:56,2,本田灯,18,游泳
2021/7/28 9:56,3,费德里科·布尔迪索,6,游泳
2021/7/28 9:48,1,阿里亚妮·蒂特马斯,157,游泳
2021/7/28 9:48,2,何诗蓓,38,游泳
2021/7/28 9:48,3,彭妮·奥莱克夏克,159,游泳
2021/7/28 9:41,1,卢卡斯·特奥多尔·迪克斯·尤滕博加德等,1,赛艇
2021/7/28 9:41,2,哈里·利斯克等,211,赛艇
2021/7/28 9:41,3,杰克·克利里等,157,赛艇
2021/7/28 9:23,1,亚历山大·珀内尔等,157,赛艇
2021/7/28 9:23,2,米哈塔·齐格内斯库等,164,赛艇
2021/7/28 9:23,3,马特奥·卡斯塔尔多等,6,赛艇
2021/7/28 9:00,1,露西·斯蒂芬等,157,赛艇
2021/7/28 9:00,2,伊丽莎白·霍格维夫等,1,赛艇
2021/7/28 9:00,3,艾弗里克·基奥,19,赛艇
2021/7/28 8:41,1,雨果·布舍龙/马蒂厄·安德罗迪亚,144,赛艇
2021/7/28 8:41,2,梅尔文·特维拉尔/斯特凡·布洛宁科,1,赛艇
2021/7/28 8:38,3,刘治宇/张亮,26,赛艇
2021/7/28 8:29,3,鲁斯·德容/丽莎·谢纳德,1,赛艇
2021/7/28 8:29,1,博德纳尔/雷迪斯,164,赛艇
2021/7/28 8:29,2,多诺霍/奥斯本,158,赛艇
2021/7/27 21:30,2,阿德里安娜·莱尔等,5,马术-盛装舞步
2021/7/27 21:30,3,卡尔·海斯特等,211,马术-盛装舞步
2021/7/27 21:10,1,弗拉迪斯拉夫·拉林,23062,跆拳道
2021/7/27 21:00,1,莉莉娅·阿哈伊莫娃等,23062,竞技体操
2021/7/27 21:00,1,日本女子垒球队,18,垒球
2021/7/27 21:00,2,美国女子垒球队,5,垒球
2021/7/27 21:00,3,珍妮弗·加迪洛娃等,211,竞技体操
2021/7/27 20:00,2,西蒙·拜尔斯等,5,竞技体操
2021/7/27 20:00,3,碧安卡·沃克登,211,跆拳道
2021/7/27 19:30,1,茱莉亚·贝尔贾耶娃等,8,击剑
2021/7/27 19:30,3,费代丽卡·伊索拉等,6,击剑
2021/7/27 18:30,1,多瑞斯·施耐德等,2,马术-盛装舞步
2021/7/27 18:15,1,永濑贵规,18,柔道
2021/7/27 17:50,3,玛丽亚·森特拉奇奥,6,柔道
2021/7/27 17:50,3,凯瑟琳·博歇曼·皮纳尔,159,柔道
2021/7/27 17:15,1,里卡达·丰克,2,激流皮划艇
2021/7/27 17:00,1,卡丽莎·摩尔,5,冲浪
2021/7/27 17:00,3,杰西卡·福克斯,157,激流皮划艇
2021/7/27 16:30,3,安藤美希子,18,举重
2021/7/27 16:00,2,乔治娜·泰勒·布朗,211,铁人三项
2021/7/27 16:00,3,欧文·赖特,157,冲浪
2021/7/27 16:00,3,都筑有梦路,18,冲浪
2021/7/27 15:30,2,维塔利娜·巴特萨拉什基纳/阿尔乔姆·切尔诺乌索夫,23062,射击
2021/7/27 15:20,1,杨倩/杨皓然,26,射击
2021/7/27 15:20,2,玛丽·卡罗琳·塔克/卢卡斯·科泽尼斯基,5,射击
2021/7/27 14:51,1,陈芋汐/张家齐,26,跳水
2021/7/27 14:51,2,德莱尼·施内尔/杰西卡·帕罗特,5,跳水
2021/7/27 13:30,2,比安卡·比特达格,178,冲浪
2021/7/27 11:00,3,凯蒂·扎弗雷斯,5,铁人三项
2021/7/27 10:52,1,姜冉馨/庞伟,26,射击
2021/7/27 10:25,1,莉迪亚·雅各比,5,游泳
2021/7/27 10:25,2,塔佳娜·舍恩梅克,178,游泳
2021/7/27 10:25,3,莉莉·金,5,游泳
2021/7/27 10:07,1,叶夫根尼·雷洛夫,23062,游泳
2021/7/27 10:07,2,克利缅特·科列斯尼科夫,23062,游泳
2021/7/27 10:07,3,瑞安·墨菲,5,游泳
2021/7/27 10:00,3,丽根·史密斯,5,游泳
2021/7/27 9:50,2,邓肯·斯科特,211,游泳
2021/7/27 5:30,3,海登·怀尔德,158,铁人三项
2021/7/27 0:02,2,李多彬,106,跆拳道
2021/7/27 0:00,1,弗洛拉·达菲,260,铁人三项
2021/7/27 0:00,1,汤姆·迪安,211,游泳
2021/7/27 0:00,1,凯莉·麦基翁,157,游泳
2021/7/27 0:00,1,伊塔洛·费雷拉,16,冲浪
2021/7/27 0:00,1,约兰达·内夫,149,山地自行车
2021/7/27 0:00,1,郭婞淳,31,举重
2021/7/27 0:00,1,克拉丽斯·阿格班尼奥,144,柔道
2021/7/27 0:00,1,莫德·查伦,159,举重
2021/7/27 0:00,1,米莉察·曼迪茨,107,跆拳道
2021/7/27 0:00,2,凯莉·马塞,159,游泳
2021/7/27 0:00,2,五十岚卡诺阿,18,冲浪
2021/7/27 0:00,2,西娜·弗赖,149,山地自行车
2021/7/27 0:00,2,马娅伦·乔劳特,145,激流皮划艇
2021/7/27 0:00,2,波利娜·古列娃,285,举重
2021/7/27 0:00,2,蒂娜·特尔斯泰尼亚克,30,柔道
2021/7/27 0:00,2,莫拉萨伊德,173,柔道
2021/7/27 0:00,2,崔仁晶等,106,击剑
2021/7/27 0:00,2,乔治娅·博尔迪尼翁,6,举重
2021/7/27 0:00,2,德扬·格奥尔基耶夫斯基,231,跆拳道
2021/7/27 0:00,3,费尔南多·谢费尔,16,游泳
2021/7/27 0:00,3,奥莱娜·科斯特维奇/奥莱·奥梅尔查克,13,射击
2021/7/27 0:00,3,亚历杭德拉·奥罗斯科·罗萨/加布里埃拉·阿贡德斯·加西亚,156,跳水
2021/7/27 0:00,3,尤利娅·卡里莫娃/谢尔盖·卡门斯基,23062,射击
2021/7/27 0:00,3,琳达·安代尔冈,149,山地自行车
2021/7/27 0:00,3,加拿大女子垒球队,159,垒球
2021/7/27 0:00,3,沙米尔·博尔查维利,151,柔道
2021/7/27 0:00,3,马蒂亚斯·卡斯,147,柔道
2021/7/27 0:00,3,奥尔西娅·洛兰,144,跆拳道
2021/7/27 0:00,3,印教敦,106,跆拳道
2021/7/27 0:00,3,拉斐尔·尤涅尔·阿尔巴·卡斯蒂略,169,跆拳道
2021/7/27 0:00,3,陈玟卉,31,举重
2021/7/26 22:00,1,水谷隼/伊藤美诚,18,乒乓球
2021/7/26 22:00,2,许昕/刘诗雯,26,乒乓球
2021/7/26 21:40,2,达尼埃莱·加罗佐,6,击剑
2021/7/26 21:30,1,马克西姆·赫拉姆佐夫,23062,跆拳道
2021/7/26 21:00,1,丹尼斯·阿布利亚金等,23062,竞技体操
2021/7/26 21:00,3,赛义夫·伊萨,170,跆拳道
2021/7/26 20:42,3,赫达娅·瓦赫芭,170,跆拳道
2021/7/26 20:00,1,索菲娅·波兹尼亚科娃,23062,击剑
2021/7/26 20:00,2,廖秋云,26,举重
2021/7/26 20:00,3,林超攀/孙炜/邹敬园/肖若腾,26,竞技体操
2021/7/26 17:04,3,芳田司,18,柔道
2021/7/26 17:00,1,大野将平,18,柔道
2021/7/26 16:20,3,古川高晴等,18,射箭
2021/7/26 16:00,1,托马斯·皮德科克,211,山地自行车
2021/7/26 15:46,1,文森特·汉考克,5,射击
2021/7/26 15:46,3,阿卜杜拉·拉希迪,230,射击
2021/7/26 15:00,1,汤姆·戴利/马提·李,211,跳水
2021/7/26 15:00,2,曹缘/陈艾森,26,跳水
2021/7/26 14:50,2,戴安娜·巴科西,6,射击
2021/7/26 14:44,1,安贝尔·英格利希,5,射击
2021/7/26 14:44,3,魏萌,26,射击
2021/7/26 14:00,2,马蒂亚斯·弗吕基格,149,山地自行车
2021/7/26 14:00,3,亚历山大·邦达尔/维克多·米尼巴耶夫,23062,跳水
2021/7/26 14:00,3,戴维·巴莱罗·塞拉诺,145,山地自行车
2021/7/26 12:30,1,西屋红叶,18,滑板
2021/7/26 11:30,1,堀米雄斗,18,滑板
2021/7/26 11:30,3,贾格尔·伊顿,5,滑板
2021/7/26 11:30,3,中山枫奈,18,滑板
2021/7/26 11:16,2,亚历山德罗·米雷西等,6,游泳
2021/7/26 11:15,1,布鲁克斯·库里等,5,游泳
2021/7/26 11:15,3,卡梅伦·麦克沃伊等,157,游泳
2021/7/26 10:27,2,凯蒂·莱德基,5,游泳
2021/7/26 10:27,3,李冰洁,26,游泳
2021/7/26 10:17,1,亚当·佩蒂,211,游泳
2021/7/26 9:45,2,张雨霏,26,游泳
2021/7/26 9:40,3,艾玛·麦基翁,157,游泳
2021/7/26 9:08,2,雷莎·莱尔,16,滑板
2021/7/26 5:30,1,克里斯蒂安·布鲁门费尔特,153,铁人三项
2021/7/26 5:30,2,亚历克斯·耶,211,铁人三项
2021/7/26 0:00,1,玛格丽特·麦克尼尔,159,游泳
2021/7/26 0:00,1,阿里亚妮·蒂特马斯,157,游泳
2021/7/26 0:00,1,本杰明·塞瓦塞克,30,激流皮划艇
2021/7/26 0:00,1,金智德等,106,射箭
2021/7/26 0:00,1,诺拉·贾科娃,6913,柔道
2021/7/26 0:00,1,希德林·迪亚兹,130,举重
2021/7/26 0:00,1,马特娅·耶利奇,89,跆拳道
2021/7/26 0:00,1,张家朗,38,击剑
2021/7/26 0:00,2,阿尔诺·卡明加,1,游泳
2021/7/26 0:00,2,卢卡斯·罗汉,17,激流皮划艇
2021/7/26 0:00,2,耶斯佩尔·汉森,152,射击
2021/7/26 0:00,2,萨拉·莉欧妮·齐西克,144,柔道
2021/7/26 0:00,2,邓宇成/汤智钧/魏均珩,31,射箭
2021/7/26 0:00,2,拉沙·沙夫达图阿什维利,163,柔道
2021/7/26 0:00,2,索菲娅·韦利卡娅,23062,击剑
2021/7/26 0:00,2,桥本大辉等,18,竞技体操
2021/7/26 0:00,2,劳伦·威廉斯,211,跆拳道
2021/7/26 0:00,2,萨利赫·埃尔·沙拉巴蒂,123,跆拳道
2021/7/26 0:00,3,尼科洛·马丁宁吉,6,游泳
2021/7/26 0:00,3,塞得瑞斯·塔斯阿迪斯,2,激流皮划艇
2021/7/26 0:00,3,安昌林,106,柔道
2021/7/26 0:00,3,森多奇尔朝格特巴塔尔,173,柔道
2021/7/26 0:00,3,杰西卡·克林姆凯特,159,柔道
2021/7/26 0:00,3,玛农·布吕内,144,击剑
2021/7/26 0:00,3,常玲·赵,160,举重
2021/7/26 0:00,3,林昀儒/郑怡静,31,乒乓球
2021/7/26 0:00,3,托尼·卡纳,89,跆拳道
2021/7/26 0:00,3,亚历山大·秋皮尼齐,17,击剑
2021/7/26 0:00,3,露丝·巴比,88,跆拳道
2021/7/25 21:14,3,赵帅,26,跆拳道
2021/7/25 21:02,3,哈坎·雷伯,33,跆拳道
2021/7/25 20:53,3,米尔科·赞尼,6,举重
2021/7/25 20:50,1,谌利军,26,举重
2021/7/25 20:40,1,阿纳斯塔西娅·佐洛蒂奇,5,跆拳道
2021/7/25 20:40,3,哈蒂杰·屈布拉·伊尔金,33,跆拳道
2021/7/25 20:05,1,李·基弗,5,击剑
2021/7/25 18:30,1,阿部一二三,18,柔道
2021/7/25 18:00,1,阿部诗,18,柔道
2021/7/25 18:00,3,丹尼尔·卡宁,16,柔道
2021/7/25 17:57,3,奥德特·祖弗里达,6,柔道
2021/7/25 16:40,1,李发彬,26,举重
2021/7/25 16:07,3,艾丽莎·隆戈·博尔吉尼,6,公路自行车
2021/7/25 15:58,3,米歇尔·克罗彭等,2,射箭
2021/7/25 15:02,1,威廉姆·沙纳,5,射击
2021/7/25 15:00,3,杨皓然,26,射击
2021/7/25 14:50,1,施廷懋/王涵,26,跳水
2021/7/25 14:49,3,莉娜·亨彻尔/蒂娜·蓬泽尔,2,跳水
2021/7/25 14:00,2,珍妮弗·阿贝尔/梅丽莎·西特里尼·博利约,159,跳水
2021/7/25 12:30,2,凯尔文·霍夫勒,16,滑板
2021/7/25 12:00,1,安娜·基森霍费尔,151,公路自行车
2021/7/25 12:00,2,盛李豪,26,射击
2021/7/25 12:00,2,安妮米克·范·弗勒滕,1,公路自行车
2021/7/25 10:50,2,埃科·尤利·伊拉万,85,举重
2021/7/25 10:50,2,路易斯·哈维尔·穆萨拉·洛扎诺,12,举重
2021/7/25 10:50,3,奥利维亚·斯莫利加等,5,游泳
2021/7/25 10:50,3,伊戈尔·桑,160,举重
2021/7/25 10:20,2,艾玛·韦恩特,5,游泳
2021/7/25 10:20,3,哈利·弗利金杰,5,游泳
2021/7/25 10:00,2,阿芒迪娜·布查德,144,柔道
2021/7/25 10:00,2,瓦扎·玛格维拉什维利,163,柔道
2021/7/25 10:00,3,基兰·史密斯,5,游泳
2021/7/25 10:00,3,切尔西·贾尔斯,211,柔道
2021/7/25 10:00,3,安保罗,106,柔道
2021/7/25 9:35,2,杰伊·里瑟兰德,5,游泳
2021/7/25 9:14,1,乌卢格别克·拉希托夫,15,跆拳道
2021/7/25 9:14,2,布拉德利·辛登,211,跆拳道
2021/7/25 9:00,2,塔季扬娜·米尼娜,23062,跆拳道
2021/7/25 9:00,3,罗嘉翎,31,跆拳道
2021/7/25 8:30,1,罗曼·坎农,144,击剑
2021/7/25 8:30,2,盖尔盖伊·希克洛希,28,击剑
2021/7/25 8:30,3,伊戈尔·雷伊兹林,13,击剑
2021/7/25 8:00,1,维塔利娜·巴特萨拉什基纳,23062,射击
2021/7/25 8:00,2,安托阿内塔·科斯塔迪诺娃,148,射击
2021/7/25 8:00,2,因娜·德里格拉佐娃,23062,击剑
2021/7/25 8:00,3,姜冉馨,26,射击
2021/7/25 8:00,3,拉里萨·科罗贝尼科娃,23062,击剑
2021/7/25 0:00,1,高藤直寿,18,柔道
2021/7/25 0:00,1,恰斯·卡利斯兹,5,游泳
2021/7/25 0:00,1,艾哈迈德·哈夫纳维,166,游泳
2021/7/25 0:00,1,大桥悠依,18,游泳
2021/7/25 0:00,1,莫莉·奥卡拉汉等,157,游泳
2021/7/25 0:00,1,安山等,106,射箭
2021/7/25 0:00,2,杰克·麦克劳林,157,游泳
2021/7/25 0:00,2,凯拉·桑切斯等,159,游泳
2021/7/25 0:00,2,斯韦特兰娜·戈姆博耶瓦等,23062,射箭
2021/7/25 0:00,3,吕卡·姆凯德泽,144,柔道
2021/7/25 0:00,3,布兰登·史密斯,157,游泳
2021/7/24 18:00,1,孙一文,26,击剑
2021/7/24 12:00,1,贾瓦德·费罗奇,87,射击
2021/7/24 12:00,2,达米尔·米凯奇,107,射击
2021/7/24 12:00,3,庞伟,26,射击
2021/7/24 10:00,1,理查德·卡拉帕斯,220,公路自行车
2021/7/24 10:00,1,迪斯特里亚·克拉斯尼奇,6913,柔道
2021/7/24 10:00,2,沃特·范·阿尔特,147,公路自行车
2021/7/24 10:00,2,杨勇纬,31,柔道
2021/7/24 10:00,2,渡名喜风南,18,柔道
2021/7/24 10:00,3,塔德杰·波加卡尔,30,公路自行车
2021/7/24 10:00,3,耶尔多斯·斯梅托夫,160,柔道
2021/7/24 10:00,3,达莉娅·比洛季德,13,柔道
2021/7/24 10:00,3,蒙赫巴特乌兰特瑟塞格,173,柔道
2021/7/24 9:28,1,维托·德尔·阿奎拉,6,跆拳道
2021/7/24 9:28,2,穆罕默德·哈利勒·詹达比,166,跆拳道
2021/7/24 9:28,3,张准,106,跆拳道
2021/7/24 9:28,3,米哈伊尔·阿尔塔莫诺夫,23062,跆拳道
2021/7/24 9:00,1,班妮巴 ·翁巴达那吉,101,跆拳道
2021/7/24 9:00,2,伊格莱西亚斯,145,跆拳道
2021/7/24 9:00,3,阿维沙·森贝格,29,跆拳道
2021/7/24 9:00,3,蒂亚娜·博格达诺维奇,107,跆拳道
2021/7/24 8:50,1,侯志慧,26,举重
2021/7/24 8:50,2,查努·塞科姆·米拉拜,227,举重
2021/7/24 8:50,3,温迪·坎蒂卡·艾萨,85,举重
2021/7/24 8:30,1,斯拉奇·阿伦,28,击剑
2021/7/24 8:30,2,路易吉·萨梅勒,6,击剑
2021/7/24 8:30,3,金政焕,106,击剑
2021/7/24 8:00,2,安娜·玛丽亚·布伦泽,164,击剑
2021/7/24 8:00,3,卡特里娜·莱希斯,8,击剑
2021/7/24 7:30,1,杨倩,26,射击
2021/7/24 7:30,2,阿纳斯塔西娅·加拉西娜,23062,射击
2021/7/24 7:30,3,妮娜·克里斯汀,149,射击
2021/7/24 0:00,1,安山/金智德,106,射箭
2021/7/24 0:00,2,史蒂夫·维勒等,1,射箭
2021/7/24 0:00,3,亚力杭德拉·瓦伦西亚/路易斯·阿尔瓦雷斯,156,射箭
